set O:= 0;
set N:= 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49;
13 1.36 0 0 0.7 0.28 0.27 0 0.74 0.47 0 0 1.17 0 0.0 2.79 1.39 5.19 0 3.51 1.22 0.82 1.09 2.59 0 0 0.89 1.42 0.89 2.03 0 0 3.14 0 0.6 0.51 0.63 1.02 1.23 2.09 0 2.16 3.26 1.99 4.52 4.05 1.22 0.22 0 1.17 0 
14 0 0 1.56 0 2.54 0.62 3.48 0 0.22 2.22 0.9 0.39 1.06 2.79 0.0 4.18 4.33 0 6.72 0 0.72 4.42 5.27 0.97 5.27 0 0 0 3.02 0 0 2.22 1.56 4.23 2.53 0.35 4.42 0 0.28 0 0 1.07 3.88 3.63 3.86 3.67 1.11 0 0.63 0.89 
15 1.66 1.56 1.6 4.33 0.78 0 0 3.55 0 0.83 2.9 0 1.49 1.39 4.18 0.0 1.64 0 3.76 0 0.94 0 1.45 3.14 3.57 0 1.85 0 0.47 0.17 1.79 0 3.02 1.41 2.53 3.29 0 0.15 0 1.88 0 6.33 4.52 5.83 4.42 1.65 1.98 1.41 0 4.8 
16 0 0 1.69 0.55 2.26 4.69 0.2 0 0 2.16 1.37 5.57 0.78 5.19 4.33 1.64 0.0 0.86 2.16 5.32 0 4.05 0.9 0.2 0 2.63 0 4.31 0 0 2.26 3.86 1.6 0.49 3.67 3.39 2.59 2.71 3.67 0.42 0 0.35 0.86 2.15 0.2 2.73 1.85 1.37 3.8 0.55 
17 0.49 0 0.7 0.74 0.25 0 0.39 0.3 0 0.99 0.9 0.5 0.12 0 0 0 0.86 0.0 1.6 0 0 0 1.21 0 1.6 1.54 0 0 1.09 0 0 0.53 0 0 0 1.36 0 0 3.29 0 0 0 2.09 0 0 0 0.7 0.55 0 0.82 
18 0 0.6 0 2.03 5.19 0.97 1.25 0 1.84 0.66 1.97 5.83 1.6 3.51 6.72 3.76 2.16 1.6 0.0 4.99 8.87 0 0 3.55 1.22 0 0 0 2.9 4.89 4.23 3.67 0 1.21 2.71 1.8 6.02 1.09 1.52 0.35 0.82 4.94 0 0.62 1.77 6.08 0.73 5.36 2.03 0 
19 0 4.42 1.33 2.53 0.82 0 1.25 0 0.27 2.28 3.55 1.69 0.45 1.22 0 0 5.32 0 4.99 0.0 0.57 2.4 0 0 6.97 0.78 0.35 1.9 0 1.48 0 0 0 1.56 0.23 0 0 0 2.16 0 1.25 0 0 0 5.19 0.82 0 2.16 1.85 0.83 
20 0 0.73 3.01 2.11 2.73 1.13 0 3.67 0 1.0 3.57 6.59 0 0.82 0.72 0.94 0 0 8.87 0.57 0.0 1.36 0 5.27 2.54 6.59 2.46 2.07 1.91 0.7 0 2.78 5.46 1.64 1.85 0 0 0.37 5.18 0 1.96 2.11 0 4.71 2.19 0 1.21 0 0.32 0 
21 1.66 0 0.25 0 0.86 1.22 0.38 2.28 0 0.82 3.26 0.89 1.52 1.09 4.42 0 4.05 0 0 2.4 1.36 0.0 0.3 0.6 0.78 2.23 1.29 1.42 0 0 0 0 0 2.26 2.54 3.58 0.17 0 6.72 4.61 0 0 0 0 1.6 0.3 1.79 0.23 0.31 1.56 
22 0.5 0 1.51 0 3.67 2.73 0 4.14 1.68 2.83 6.84 7.48 0 2.59 5.27 1.45 0.9 1.21 0 0 0 0.3 0.0 1.98 0.58 0 0 4.43 0 1.79 1.98 1.05 1.56 0.27 3.39 0.78 0.47 2.09 0.95 0 1.45 0 0.43 0.43 1.37 1.79 0.63 1.48 2.16 0.47 
23 0 0.74 0.98 0.32 0 1.72 2.07 4.14 4.42 0 5.95 3.51 0 0 0.97 3.14 0.2 0 3.55 0 5.27 0.6 1.98 0.0 0 0.6 0 5.57 0.43 5.19 3.01 3.2 0.45 0 3.76 4.61 0.77 0.83 3.2 0 0 0.68 0.86 0.39 2.07 4.94 3.95 3.86 2.28 1.27 
24 0 1.54 3.11 0.55 1.49 3.26 0 0.72 0.8 0 5.07 0 1.79 0 5.27 3.57 0 1.6 1.22 6.97 2.54 0.78 0.58 0 0.0 0.38 0.57 6.08 3.58 1.88 0 1.56 0.7 0.38 0 6.08 3.51 3.63 5.83 1.72 0.94 1.02 2.82 2.35 0.23 2.71 5.57 4.8 0.77 0.89 
25 1.29 2.59 0 0 0 0 0 0 1.64 0 1.42 1.49 1.36 0.89 0 0 2.63 1.54 0 0.78 6.59 2.23 0 0.6 0.38 0.0 0 0 0 3.14 0 0.3 0 1.41 2.46 0.67 1.09 6.12 1.17 0 1.17 0.78 0 0 0.63 0 0 0 4.99 3.29 
26 0 1.85 0 1.23 0.68 0.48 0.23 0 0.55 1.17 0.33 0 0.12 1.42 0 1.85 0 0 0 0.35 2.46 1.29 0 0 0.57 0 0.0 0 2.82 0.86 1.88 0 0 0.86 0 0.55 0 1.41 1.88 0.66 0.68 0 0.68 2.22 1.23 1.11 0.17 1.97 0.42 0 
27 0.63 1.37 1.88 4.43 1.27 0 0.37 1.51 0 0 1.37 1.21 1.6 0.89 0 0 4.31 0 0 1.9 2.07 1.42 4.43 5.57 6.08 0 0 0.0 2.45 1.01 0.23 2.96 0 0.48 0.89 0.99 2.26 1.79 0 1.41 0 0.77 0.73 1.6 2.22 0.76 0.49 1.79 0.86 2.65 
28 2.26 0.23 0.62 3.01 1.98 1.23 0.3 2.28 0 0.72 6.33 4.89 0 2.03 3.02 0.47 0 1.09 2.9 0 1.91 0 0 0.43 3.58 0 2.82 2.45 0.0 1.17 0.47 5.65 0 0.25 0 2.4 0 0 1.99 0.73 0 0 0 0.32 3.2 1.23 2.82 0.59 0.8 0 
29 0 0 0.99 4.56 1.39 0.37 1.88 0.94 0 2.59 3.86 0.65 1.85 0 0 0.17 0 0 4.89 1.48 0.7 0 1.79 5.19 1.88 3.14 0.86 1.01 1.17 0.0 0.55 0 0.67 0 1.32 3.04 0 0 0 0 0.53 3.86 1.49 3.39 0.63 0.51 0 0.68 0 3.86 
30 0.23 0 0 0 0 1.22 1.13 2.35 2.07 0.62 3.76 5.07 0 0 0 1.79 2.26 0 4.23 0 0 0 1.98 3.01 0 0 1.88 0.23 0.47 0.55 0.0 0 2.09 0 0.92 1.6 1.17 0.78 2.46 2.22 0 0 1.17 0 1.91 0.13 0 0.51 0.43 0.55 
31 0.62 0 0.83 1.97 2.65 1.0 0 0 0 1.05 0.51 1.6 0 3.14 2.22 0 3.86 0.53 3.67 0 2.78 0 1.05 3.2 1.56 0.3 0 2.96 5.65 0 0 0.0 0.4 2.9 0 1.37 1.15 0 1.69 0 1.6 1.02 0 2.27 1.13 0 0 3.88 0 0.7 
32 0.37 0 0 0.75 0 2.83 0 1.09 2.03 0.43 2.79 3.29 0 0 1.56 3.02 1.6 0 0 0 5.46 0 1.56 0.45 0.7 0 0 0 0 0.67 2.09 0.4 0.0 0 0.5 0 0 0.89 0 0.62 0.31 0 0 2.09 0.31 0 1.91 4.42 3.86 0.3 
33 1.6 0.75 0.94 0.99 0 2.82 0.75 1.91 1.29 1.85 3.67 5.83 0.9 0.6 4.23 1.41 0.49 0 1.21 1.56 1.64 2.26 0.27 0 0.38 1.41 0.86 0.48 0.25 0 0 2.9 0 0.0 0 0 3.11 3.39 0.7 1.21 1.98 1.69 1.69 0 0 1.48 0 0 0 0 
34 0.17 4.18 0.74 2.73 0.89 0.78 0.7 0.17 0.66 0.5 1.06 3.17 0.7 0.51 2.53 2.53 3.67 0 2.71 0.23 1.85 2.54 3.39 3.76 0 2.46 0 0.89 0 1.32 0.92 0 0.5 0 0.0 0.43 0.5 0 2.45 1.09 0 2.71 4.05 3.67 1.85 0.62 0.19 2.35 1.17 4.81 
35 1.11 0 2.82 2.09 0 0 0.45 0.2 0.2 0 0.82 1.9 0.33 0.63 0.35 3.29 3.39 1.36 1.8 0 0 3.58 0.78 4.61 6.08 0.67 0.55 0.99 2.4 3.04 1.6 1.37 0 0 0.43 0.0 2.46 1.37 0 1.6 0.98 3.33 0.89 4.61 0 0 0 0.58 1.13 0 
36 2.03 3.2 0.4 6.08 0.43 0.62 0 3.76 0.58 0.94 0 0.92 0 1.02 4.42 0 2.59 0 6.02 0 0 0.17 0.47 0.77 3.51 1.09 0 2.26 0 0 1.17 1.15 0 3.11 0.5 2.46 0.0 0.12 7.1 3.39 0 0.7 0 2.4 0 1.88 0 0.56 1.13 6.33 
37 1.97 3.58 0.43 1.92 0 0 3.11 3.39 0.5 5.18 5.08 1.96 0 1.23 0 0.15 2.71 0 1.09 0 0.37 0 2.09 0.83 3.63 6.12 1.41 1.79 0 0 0.78 0 0.89 3.39 0 1.37 0.12 0.0 6.59 0.9 0.77 0.8 0 0 4.8 1.11 1.72 0 1.22 6.72 
38 2.45 3.08 5.19 1.29 3.93 0 1.33 0.99 0 2.79 0.89 0.31 1.17 2.09 0.28 0 3.67 3.29 1.52 2.16 5.18 6.72 0.95 3.2 5.83 1.17 1.88 0 1.99 0 2.46 1.69 0 0.7 2.45 0 7.1 6.59 0.0 0.7 2.91 1.0 7.73 7.1 2.92 4.56 0.94 3.14 0.75 5.57 
39 0 0 0 0.28 1.79 0 1.02 0 1.79 0.25 1.39 2.35 0 0 0 1.88 0.42 0 0.35 0 0 4.61 0 0 1.72 0 0.66 1.41 0.73 0 2.22 0 0.62 1.21 1.09 1.6 3.39 0.9 0.7 0.0 0 0.77 2.96 0 1.41 2.22 0 0 3.95 0.47 
40 0.55 1.79 0 0 0.82 2.4 0.63 1.23 0.42 0.55 0.3 1.79 0 2.16 0 0 0 0 0.82 1.25 1.96 0 1.45 0 0.94 1.17 0.68 0 0 0.53 0 1.6 0.31 1.98 0 0.98 0 0.77 2.91 0 0.0 2.28 0 0.57 0 1.09 1.36 1.56 0 1.29 
41 0.6 0.43 0.42 1.13 4.69 2.65 0 0.83 0.85 1.72 3.45 2.5 1.6 3.26 1.07 6.33 0.35 0 4.94 0 2.11 0 0 0.68 1.02 0.78 0 0.77 0 3.86 0 1.02 0 1.69 2.71 3.33 0.7 0.8 1.0 0.77 2.28 0.0 0 0.07 1.97 0 0 3.58 2.22 0.82 
42 2.22 0.17 1.48 2.92 0 3.76 2.45 0 1.96 0 3.51 2.5 1.64 1.99 3.88 4.52 0.86 2.09 0 0 0 0 0.43 0.86 2.82 0 0.68 0.73 0 1.49 1.17 0 0 1.69 4.05 0.89 0 0 7.73 2.96 0 0 0.0 0 0.57 0 4.23 1.37 3.11 3.04 
43 0 0.56 0 3.29 2.03 1.52 0 0 1.8 0 0 3.7 2.28 4.52 3.63 5.83 2.15 0 0.62 0 4.71 0 0.43 0.39 2.35 0 2.22 1.6 0.32 3.39 0 2.27 2.09 0 3.67 4.61 2.4 0 7.1 0 0.57 0.07 0 0.0 1.13 4.43 0 0 3.01 0 
44 0 3.29 1.6 0.38 0 1.72 0 3.67 1.33 1.52 1.6 3.58 0 4.05 3.86 4.42 0.2 0 1.77 5.19 2.19 1.6 1.37 2.07 0.23 0.63 1.23 2.22 3.2 0.63 1.91 1.13 0.31 0 1.85 0 0 4.8 2.92 1.41 0 1.97 0.57 1.13 0.0 0 0 2.65 1.49 1.65 
45 0 0.48 1.32 0 0.12 0 0.66 0.78 1.41 2.28 0 4.43 0.42 1.22 3.67 1.65 2.73 0 6.08 0.82 0 0.3 1.79 4.94 2.71 0 1.11 0.76 1.23 0.51 0.13 0 0 1.48 0.62 0 1.88 1.11 4.56 2.22 1.09 0 0 4.43 0 0.0 1.13 0 0.15 4.81 
46 0 2.16 0 1.17 0.15 0 0 0 0 0 0.43 0.9 0 0.22 1.11 1.98 1.85 0.7 0.73 0 1.21 1.79 0.63 3.95 5.57 0 0.17 0.49 2.82 0 0 0 1.91 0 0.19 0 0 1.72 0.94 0 1.36 0 4.23 0 0 1.13 0.0 2.54 1.29 3.67 
47 0 2.63 1.05 3.86 0.78 0 2.35 3.29 2.82 0 1.99 0 2.4 0 0 1.41 1.37 0.55 5.36 2.16 0 0.23 1.48 3.86 4.8 0 1.97 1.79 0.59 0.68 0.51 3.88 4.42 0 2.35 0.58 0.56 0 3.14 0 1.56 3.58 1.37 0 2.65 0 2.54 0.0 0 5.57 
48 0.78 1.02 0.51 1.41 0.86 0.66 1.79 1.79 2.35 1.68 0.75 0.73 0 1.17 0.63 0 3.8 0 2.03 1.85 0.32 0.31 2.16 2.28 0.77 4.99 0.42 0.86 0.8 0 0.43 0 3.86 0 1.17 1.13 1.13 1.22 0.75 3.95 0 2.22 3.11 3.01 1.49 0.15 1.29 0 0.0 2.4 
49 0 2.28 1.02 0 2.03 1.8 1.98 3.67 0.72 3.17 0.65 4.71 0 0 0.89 4.8 0.55 0.82 0 0.83 0 1.56 0.47 1.27 0.89 3.29 0 2.65 0 3.86 0.55 0.7 0.3 0 4.81 0 6.33 6.72 5.57 0.47 1.29 0.82 3.04 0 1.65 4.81 3.67 5.57 2.4 0.0 

;
