set O:= 0;
set N:= 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49;
13 2.07 0 0 0 0 0.27 0 0.32 0.2 0 0 0.5 0 0.0 2.07 1.04 3.86 0 2.23 0.8 0.82 1.09 2.59 0 0 2.07 2.16 0.66 2.03 0 0 4.8 0 0.6 0.22 0.27 1.02 1.23 1.33 0 3.29 3.26 1.99 4.52 2.65 0.8 0 0 1.17 0 
14 0.45 0 1.56 0 1.66 0.62 3.48 0 0.51 3.39 0.9 0.39 1.66 2.07 0.0 3.11 1.8 0.52 4.99 0 0.72 4.42 7.1 2.27 2.19 0 0 0 3.02 0 0 4.56 2.46 4.23 1.88 0.55 4.42 0 0.28 0.53 0 2.5 5.93 5.55 1.6 2.73 1.69 0 0.63 0 
15 3.42 1.56 1.02 1.8 0.33 0 0 2.63 0 1.96 2.9 0 3.58 1.04 3.11 0.0 0 1.37 2.39 0 0.62 0 1.45 3.14 0.97 0 3.8 0 0 0 1.17 1.0 4.61 0.6 1.88 2.45 0 0 0 2.96 1.6 6.33 4.52 5.83 1.84 1.22 1.29 0.92 0 1.99 
16 0 0 1.11 0.15 1.48 2.28 0 0 0 0.9 0 2.71 0.78 3.86 1.8 0 0.0 0.86 0.9 2.59 0 1.97 0.9 0.2 0 1.09 0 3.2 0 0 1.48 1.6 0.66 0.31 2.73 1.41 0.7 0.73 1.52 0 0 0.35 0.86 2.15 0 1.79 1.17 0 1.85 0.15 
17 1.01 0 0.3 0.74 0.59 0 0.17 0.7 0.37 2.03 0.9 0.5 0.43 0 0.52 1.37 0.86 0.0 3.29 0.48 0.73 0.53 2.92 0.45 1.6 3.17 0 0 0.47 1.02 0 1.97 0 0 0.28 2.07 1.52 0 3.29 0 0 1.33 4.31 0 0 0 1.11 2.03 0.45 0.82 
18 0 0.6 0 0.99 3.86 0 0.53 0 0.78 0.28 1.97 5.83 3.29 2.23 4.99 2.39 0.9 3.29 0.0 3.26 6.59 0 0 3.55 0.51 0 0 0 1.84 3.2 2.77 3.67 0 0.52 1.72 0.77 3.94 0 1.52 0 1.98 4.94 0 0.62 0.86 4.52 0 3.51 0.87 0 
19 0 5.95 1.33 0.68 0.35 0 1.25 0 0.43 3.48 3.55 1.69 1.06 0.8 0 0 2.59 0.48 3.26 0.0 0.57 2.4 0.83 0 3.39 1.84 0.82 1.41 0 0.94 0 0 0 1.56 0 0 0 0 2.16 0.57 1.97 0.97 0 0 2.53 0.35 0.2 2.16 1.85 0 
20 1.41 1.72 1.97 0 2.73 0.74 0 3.67 0 1.0 3.57 6.59 0.8 0.82 0.72 0.62 0 0.73 6.59 0.57 0.0 0.86 0.67 7.1 0 6.59 5.07 2.07 1.21 0.3 0 4.37 5.46 0.7 1.85 0 0 0.23 5.18 0 4.71 3.33 0 6.33 0 0 1.21 0 0 0 
21 3.42 0 0 0 0.86 0.8 0 2.28 0 0.82 3.26 0.89 3.67 1.09 4.42 0 1.97 0.53 0 2.4 0.86 0.0 0.7 1.41 0 2.23 3.11 1.42 0 0 0 1.07 0 1.48 2.54 3.58 0 0 6.72 4.61 0.65 0 0.48 0 0 0.3 1.79 0.1 0.13 0 
22 1.85 0 2.03 0 3.67 3.67 0.37 5.57 2.65 5.83 6.84 7.48 0.65 2.59 7.1 1.45 0.9 2.92 0 0.83 0.67 0.7 0.0 2.66 0.58 0 0 4.43 0.15 1.79 2.66 3.88 3.76 0.63 3.39 1.84 1.09 3.2 0.95 1.84 3.48 0 0.68 0.68 1.37 1.79 1.49 2.26 2.91 0.47 
23 1.21 1.13 1.54 0.32 0 2.71 2.79 5.57 5.95 1.33 5.95 3.51 0.55 0 2.27 3.14 0.2 0.45 3.55 0 7.1 1.41 2.66 0.0 0 2.22 0.57 5.57 1.02 5.19 4.05 6.59 1.66 0.25 3.76 6.21 1.8 1.96 3.2 0 0.48 1.04 1.32 0.62 2.07 4.94 5.32 5.19 3.48 1.27 
24 0 1.54 2.03 0 0.63 0.89 0 0 0 0 2.46 0 1.79 0 2.19 0.97 0 1.6 0.51 3.39 0 0 0.58 0 0.0 0 0.57 4.52 2.34 0 0 0 0 0 0 2.96 0.95 0.99 2.83 0.47 0.94 1.02 2.82 2.35 0 1.72 4.14 1.99 0 0.43 
25 3.11 5.32 0 0 0.67 0 0 0 2.59 0.17 1.42 1.49 2.79 2.07 0 0 1.09 3.17 0 1.84 6.59 2.23 0 2.22 0 0.0 0 0 0 4.8 0 1.11 0.2 0.6 3.76 1.56 1.09 6.12 1.17 0 2.41 2.9 0.83 0.75 0 0.78 0 0 4.99 1.6 
26 0.1 3.8 0 1.23 1.04 1.79 0 0 0.86 2.41 0.33 0 0.43 2.16 0 3.8 0 0 0 0.82 5.07 3.11 0 0.57 0.57 0 0.0 0.3 1.85 2.07 1.23 1.21 0.33 0.37 0 0.86 1.49 3.39 1.88 1.6 1.39 1.6 2.53 4.56 1.23 1.69 0.39 4.05 1.54 0 
27 0.99 1.37 1.88 3.29 0.94 0 0.37 0.99 0 0 0.58 0.52 2.45 0.66 0 0 3.2 0 0 1.41 2.07 1.42 4.43 5.57 4.52 0 0.3 0.0 2.45 0.75 0.23 4.52 0.63 0.48 0.66 0.63 2.26 1.79 0 2.22 0 0.77 0.73 1.6 1.41 0.56 0.31 1.79 0.86 1.68 
28 1.48 0.55 0.39 1.97 1.98 0.78 0 2.28 0 0 6.33 4.89 0 2.03 3.02 0 0 0.47 1.84 0 1.21 0 0.15 1.02 2.34 0 1.85 2.45 0.0 0.74 0.2 7.6 0 0 0 2.4 0 0 1.99 0 0 0.38 0.33 0.74 2.09 1.23 2.82 0.25 0.51 0 
29 0.3 0 0.63 2.22 1.04 0.23 1.23 0.4 0 3.95 3.86 0.65 3.8 0 0 0 0 1.02 3.2 0.94 0.3 0 1.79 5.19 0 4.8 2.07 0.75 0.74 0.0 0.35 0 1.56 0 0.86 2.26 0 0 0 0 1.97 3.86 1.49 3.39 0 0.38 0 0.43 0 1.6 
30 0 0.35 0 0 0 0.8 0.74 2.35 2.07 0 3.76 5.07 0 0 0 1.17 1.48 0 2.77 0 0 0 2.66 4.05 0 0 1.23 0.23 0.2 0.35 0.0 0 1.33 0 0.92 1.6 0.74 0.33 2.46 1.41 0 0.53 1.85 0.45 1.21 0.13 0 0.22 0.27 0 
31 2.28 0.9 1.96 0.53 4.05 2.35 0 0 0.65 2.15 0.51 1.6 0.98 4.8 4.56 1.0 1.6 1.97 3.67 0 4.37 1.07 3.88 6.59 0 1.11 1.21 4.52 7.6 0 0 0.0 1.48 4.42 0 3.29 2.7 1.12 1.69 0.27 3.29 3.76 2.5 5.46 0 0.82 0 5.93 0 0 
32 1.36 1.21 0 0.31 0 2.83 0 1.72 3.11 0.66 2.79 3.29 0.51 0 2.46 4.61 0.66 0 0 0 5.46 0 3.76 1.66 0 0.2 0.33 0.63 0 1.56 1.33 1.48 0.0 0 1.17 0 0 0.89 0 0.94 0.75 0 1.52 4.31 0.08 0.6 2.92 4.42 3.86 0 
33 1.05 1.01 0.62 0.63 0 1.85 0.49 1.91 1.29 1.17 3.67 5.83 0.38 0.6 4.23 0.6 0.31 0 0.52 1.56 0.7 1.48 0.63 0.25 0 0.6 0.37 0.48 0 0 0 4.42 0 0.0 0 0 2.03 2.22 0.7 0.52 1.29 2.28 2.28 0 0 1.48 0 0 0 0 
34 0.39 4.18 0.74 1.79 0.66 0.78 0.7 0 0.43 1.17 0.45 2.35 1.11 0.22 1.88 1.88 2.73 0.28 1.72 0 1.85 2.54 3.39 3.76 0 3.76 0 0.66 0 0.86 0.92 0 1.17 0 0.0 0.18 0.5 0 1.6 1.72 0 2.71 4.05 3.67 1.17 0.39 0.12 2.35 1.17 3.58 
35 1.69 0.72 2.82 0.57 0 0 0.45 0.31 0.31 0 0.82 1.9 0.78 0.27 0.55 2.45 1.41 2.07 0.77 0 0 3.58 1.84 6.21 2.96 1.56 0.86 0.63 2.4 2.26 1.6 3.29 0 0 0.18 0.0 2.46 1.37 0 2.45 1.54 5.08 2.07 6.21 0 0 0 0.58 1.13 0 
36 4.18 4.31 0 2.96 0.43 0.39 0 3.76 0.58 0.94 0 0.92 0 1.02 4.42 0 0.7 1.52 3.94 0 0 0 1.09 1.8 0.95 1.09 1.49 2.26 0 0 0.74 2.7 0 2.03 0.5 2.46 0.0 0 7.1 3.39 0 1.64 0 3.67 0 1.88 0 0.37 0.74 3.08 
37 4.05 4.81 0 0 0 0 2.03 3.39 0.5 5.18 5.08 1.96 0 1.23 0 0 0.73 0 0 0 0.23 0 3.2 1.96 0.99 6.12 3.39 1.79 0 0 0.33 1.12 0.89 2.22 0 1.37 0 0.0 6.59 0.9 2.83 1.88 0.75 0.73 1.99 1.11 1.72 0 0.8 3.26 
38 2.45 3.08 5.19 0 2.92 0 1.33 0.99 0 2.79 0.89 0.31 1.17 1.33 0.28 0 1.52 3.29 1.52 2.16 5.18 6.72 0.95 3.2 2.83 1.17 1.88 0 1.99 0 2.46 1.69 0 0.7 1.6 0 7.1 6.59 0.0 0.7 2.91 1.0 7.73 7.1 1.21 3.39 0.4 3.14 0.75 2.71 
39 0.86 0.63 0 0 2.73 0 0.43 0 2.73 0.38 1.39 2.35 0 0 0.53 2.96 0 0 0 0.57 0 4.61 1.84 0 0.47 0 1.6 2.22 0 0 1.41 0.27 0.94 0.52 1.72 2.45 3.39 0.9 0.7 0.0 0 2.83 6.08 0.72 0.59 3.39 0.45 0 3.95 0 
40 1.32 3.67 0 0 1.29 4.94 0.27 1.88 0.98 1.14 0.3 1.79 0.08 3.29 0 1.6 0 0 1.98 1.97 4.71 0.65 3.48 0.48 0.94 2.41 1.39 0 0 1.97 0 3.29 0.75 1.29 0 1.54 0 2.83 2.91 0 0.0 4.69 1.52 2.09 0 1.72 2.07 3.76 0 1.29 
41 2.22 0.68 0.98 1.13 4.69 4.05 0 1.96 1.99 4.14 3.45 2.5 3.86 3.26 2.5 6.33 0.35 1.33 4.94 0.97 3.33 0 0 1.04 1.02 2.9 1.6 0.77 0.38 3.86 0.53 3.76 0 2.28 2.71 5.08 1.64 1.88 1.0 2.83 4.69 0.0 0 0.16 1.97 0 0.77 4.81 3.39 0.82 
42 4.56 0.39 2.26 2.92 0 5.07 3.29 0.83 3.08 0.77 3.51 2.5 3.95 1.99 5.93 4.52 0.86 4.31 0 0 0 0.48 0.68 1.32 2.82 0.83 2.53 0.73 0.33 1.49 1.85 2.5 1.52 2.28 4.05 2.07 0 0.75 7.73 6.08 1.52 0 0.0 0 0.57 0 5.7 2.16 4.18 3.04 
43 1.21 0.76 0.35 3.29 2.03 2.4 0 0.77 2.83 1.6 0 3.7 4.69 4.52 5.55 5.83 2.15 0 0.62 0 6.33 0 0.68 0.62 2.35 0.75 4.56 1.6 0.74 3.39 0.45 5.46 4.31 0 3.67 6.21 3.67 0.73 7.1 0.72 2.09 0.16 0 0.0 1.13 4.43 0 0 4.05 0 
44 0 3.29 1.02 0.18 0 0 0 1.79 0 0.74 0.43 1.49 0 2.65 1.6 1.84 0 0 0.86 2.53 0 0 1.37 2.07 0 0 1.23 1.41 2.09 0 1.21 0 0.08 0 1.17 0 0 1.99 1.21 0.59 0 1.97 0.57 1.13 0.0 0 0 0.72 0 0.8 
45 0 0.48 1.32 0 0 0 0.66 0.33 0.92 3.48 0 3.29 0.98 0.8 2.73 1.22 1.79 0 4.52 0.35 0 0.3 1.79 4.94 1.72 0.78 1.69 0.56 1.23 0.38 0.13 0.82 0.6 1.48 0.39 0 1.88 1.11 3.39 3.39 1.72 0 0 4.43 0 0.0 0.74 0 0.15 3.58 
46 0 3.29 0 0.5 0 0 0 0 0 0 0 0.38 0 0 1.69 1.29 1.17 1.11 0 0.2 1.21 1.79 1.49 5.32 4.14 0 0.39 0.31 2.82 0 0 0 2.92 0 0.12 0 0 1.72 0.4 0.45 2.07 0.77 5.7 0 0 0.74 0.0 2.54 1.29 2.4 
47 0.43 3.55 0.66 1.6 0.78 0 1.54 3.29 2.82 0 1.99 0 4.94 0 0 0.92 0 2.03 3.51 2.16 0 0.1 2.26 5.19 1.99 0 4.05 1.79 0.25 0.43 0.22 5.93 4.42 0 2.35 0.58 0.37 0 3.14 0 3.76 4.81 2.16 0 0.72 0 2.54 0.0 0 2.71 
48 1.88 1.6 0.22 0 0.86 0.43 1.17 1.79 2.35 1.68 0.75 0.73 0.53 1.17 0.63 0 1.85 0.45 0.87 1.85 0 0.13 2.91 3.48 0 4.99 1.54 0.86 0.51 0 0.27 0 3.86 0 1.17 1.13 0.74 0.8 0.75 3.95 0 3.39 4.18 4.05 0 0.15 1.29 0 0.0 0.65 
49 0 2.28 0.43 0 1.29 0 1.29 1.52 0 1.54 0 1.96 0 0 0 1.99 0.15 0.82 0 0 0 0 0.47 1.27 0.43 1.6 0 1.68 0 1.6 0 0 0 0 3.58 0 3.08 3.26 2.71 0 1.29 0.82 3.04 0 0.8 3.58 2.4 2.71 0.65 0.0 

;
