set O:= 0;
set N:= 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49;
13 2.79 0 0 0.7 0.28 0.63 0.48 0.74 0.47 0 0 1.17 0 0.0 2.79 1.39 5.19 0.5 3.51 1.22 1.29 1.72 2.59 0 0 3.26 2.91 0.89 3.11 0 0 6.46 0.72 1.41 0.51 0.63 1.6 1.88 2.09 0.67 4.43 3.26 1.99 4.52 4.05 1.22 0.22 0 1.79 0 
14 0 0 2.46 0 2.54 0 2.28 0 0.22 2.22 0 0 1.06 2.79 0.0 2.03 2.83 0 4.99 0 0 5.95 3.45 0 3.45 0 0 0 4.61 0 0.6 2.22 2.46 2.77 2.53 0.35 2.9 0 0 0 0 0 2.46 2.31 2.53 3.67 2.28 0 1.49 0 
15 2.54 1.56 2.45 2.83 0.78 0 0 1.72 0 0.83 0.78 0 2.34 1.39 2.03 0.0 0.7 0.58 2.39 0 0.62 0.35 1.45 3.14 2.27 0 2.82 0 1.09 0.17 2.41 0 4.61 2.22 2.53 1.6 0 0 0 1.88 0.68 6.33 4.52 5.83 2.9 1.65 1.98 1.9 0 3.14 
16 0.32 0 1.69 0.35 2.26 3.48 0.2 0 0 1.42 0.58 4.14 1.23 5.19 2.83 0.7 0.0 1.32 1.42 3.95 0 3.01 0.38 0 0 1.72 0 4.31 0 0 2.26 2.53 1.05 0.49 3.67 2.22 1.64 1.72 2.4 0 0 0 0.37 1.6 0 2.73 1.85 0.58 2.82 0.35 
17 0.75 0 1.11 1.13 0.92 0 0.39 0.3 0 0.99 0 0 0.27 0.5 0 0.58 1.32 0.0 2.45 0 0 0.53 2.92 0.45 2.45 2.35 0 0.4 1.72 1.02 0 0.53 0 0.27 0.66 1.36 0.65 0 1.6 0 0 1.33 4.31 0 0 0.37 1.69 2.03 0.45 1.29 
18 0 0 0.67 1.51 5.19 0 1.25 0 0.78 0 0.53 4.33 2.45 3.51 4.99 2.39 1.42 2.45 0.0 3.26 6.59 0 0 2.63 0.8 0 0 0 4.42 4.89 5.7 1.79 0 1.21 2.71 0.77 3.94 0 0.65 0 1.29 3.67 0 0 1.32 6.08 0.73 5.36 2.03 0 
19 0 2.9 2.09 1.6 0.82 0 0.53 0 0.27 2.28 1.72 0.7 0.45 1.22 0 0 3.95 0 3.26 0.0 0 3.67 0 0 5.18 1.84 0.35 1.9 0.68 1.48 0.48 0 0 0.67 0.23 0 0 0 0.9 0 1.25 0 0 0 3.86 0.82 0.47 3.29 2.82 0 
20 0.6 1.72 4.05 0.9 3.67 0.74 0 2.4 0 0 0.97 3.2 0 1.29 0 0.62 0 0 6.59 0 0.0 2.07 0.67 7.1 1.09 6.59 3.76 2.79 2.92 1.11 0.42 1.19 5.46 2.59 2.82 0 0 0.23 2.15 0 3.08 3.33 0 6.33 0.94 0.37 1.91 0 0.74 0 
21 3.42 0 0.59 0 1.36 1.65 0.9 3.48 0.55 0 0.89 0.89 3.67 1.72 5.95 0.35 3.01 0.53 0 3.67 2.07 0.0 0.7 1.41 0.78 3.51 3.11 2.16 0 0 0.22 0 0 3.04 3.42 4.81 0.39 0.27 6.72 3.02 0.65 0 0.48 0 0.68 0.7 2.73 0.37 0.49 0.67 
22 1.85 0 2.03 0 3.67 3.67 0.37 2.71 0.72 2.83 3.33 3.63 0.65 2.59 3.45 1.45 0.38 2.92 0 0 0.67 0.7 0.0 2.66 0 0 0 4.43 0.15 1.79 2.66 1.05 2.46 0.63 3.39 0 1.09 3.2 0 0 3.48 0 0.68 0.68 0.58 1.79 1.49 2.26 2.91 0 
23 1.21 1.13 1.54 0 0 2.71 2.79 2.71 2.9 0 2.9 0.95 0.55 0 0 3.14 0 0.45 2.63 0 7.1 1.41 2.66 0.0 0 1.41 0.57 5.57 1.02 5.19 4.05 3.2 1.06 0.25 3.76 3.02 1.8 1.96 0.87 0 0.48 1.04 1.32 0.62 1.36 4.94 5.32 5.19 3.48 0.94 
24 0 0.98 4.18 0.23 1.49 2.07 0 0 0 0 2.46 0 2.73 0 3.45 2.27 0 2.45 0.8 5.18 1.09 0.78 0 0 0.0 0 1.33 6.08 4.81 1.88 0 0 0.3 0.38 0 4.52 2.23 2.31 4.33 0.47 1.48 0.43 1.85 1.54 0 2.71 5.57 4.8 0.77 0.66 
25 2.03 3.95 0.7 0 1.56 0 0 0 2.59 0 0.38 0.63 2.07 3.26 0 0 1.72 2.35 0 1.84 6.59 3.51 0 1.41 0 0.0 0 0.8 0.85 6.46 0 0.3 0.2 1.41 5.07 1.56 1.09 6.12 0.5 0 1.79 1.84 0 0 0.27 1.84 0 0.99 6.72 2.45 
26 0 3.8 0 1.88 1.39 1.13 0.23 0 0.55 1.17 0 0 0.27 2.91 0 2.82 0 0 0 0.35 3.76 3.11 0 0.57 1.33 0 0.0 0.7 3.8 2.07 2.53 0 0 1.36 0 0.55 0.63 2.22 0.78 0.66 1.04 1.6 2.53 4.56 1.88 2.28 0.62 4.05 1.54 0 
27 1.51 1.37 2.53 4.43 1.27 0.23 0.86 1.51 0 0 1.37 1.21 3.29 0.89 0 0 4.31 0.4 0 1.9 2.79 2.16 4.43 5.57 6.08 0.8 0.7 0.0 3.29 1.01 0.55 6.08 1.49 1.13 0.89 0.99 3.04 2.41 0 3.39 0 0.77 0.73 1.6 2.22 0.76 0.49 2.41 1.32 2.65 
28 3.04 0.55 0.94 3.01 2.66 1.88 0.7 3.48 0 0 3.08 4.89 0 3.11 4.61 1.09 0 1.72 4.42 0.68 2.92 0 0.15 1.02 4.81 0.85 3.8 3.29 0.0 1.79 0.74 3.7 0 0.59 0.47 3.67 0 0.42 1.99 0 0.57 0.38 0.33 0.74 3.2 1.88 3.8 0.92 1.22 0 
29 0.3 0 1.51 4.56 1.39 0.56 2.53 0.94 0 5.32 3.86 0.65 3.8 0 0 0.17 0 1.02 4.89 1.48 1.11 0 1.79 5.19 1.88 6.46 2.07 1.01 1.79 0.0 0.85 0 2.46 0.43 1.32 3.04 0.27 0.22 0 0.67 1.97 3.86 1.49 3.39 0.63 0.51 0 1.04 0 3.86 
30 0.55 0.35 0 0 0 1.65 1.52 3.17 2.79 0 1.56 5.07 0 0 0.6 2.41 2.26 0 5.7 0.48 0.42 0.22 2.66 4.05 0 0 2.53 0.55 0.74 0.85 0.0 0 2.09 0 1.41 2.45 1.79 1.23 2.46 1.41 0.45 0.53 1.85 0.45 1.91 0.31 0.28 0.8 0.66 0.55 
31 0.62 0 0 1.25 5.45 0 0 0 0 1.05 0 0.43 0 6.46 2.22 0 2.53 0.53 1.79 0 1.19 0 1.05 3.2 0 0.3 0 6.08 3.7 0 0 0.0 0.94 1.84 0.67 1.37 0 0 0.7 0 1.6 1.02 0 2.27 0.48 1.92 0.65 2.46 0 0 
32 0.86 0.52 0 0.49 0.48 2.83 0 1.72 3.11 0.66 2.07 2.16 0.22 0.72 2.46 4.61 1.05 0 0 0 5.46 0 2.46 1.06 0.3 0.2 0 1.49 0 2.46 2.09 0.94 0.0 0 1.85 0 0 0.89 0 0.94 0.49 0 0.65 3.2 0.2 1.41 3.93 4.42 3.86 0 
33 2.15 1.01 1.27 0.99 0 3.8 1.01 1.21 0.55 1.17 1.52 2.83 1.42 1.41 2.77 2.22 0.49 0.27 1.21 0.67 2.59 3.04 0.63 0.25 0.38 1.41 1.36 1.13 0.59 0.43 0 1.84 0 0.0 0.43 0 4.18 4.56 0 0.52 2.66 2.28 2.28 0 0 2.26 0.47 0 0 0 
34 0.62 4.18 1.17 2.73 0.89 1.23 1.11 0.17 0.66 1.85 1.06 3.17 1.69 0.51 2.53 2.53 3.67 0.66 2.71 0.23 2.82 3.42 3.39 3.76 0 5.07 0 0.89 0.47 1.32 1.41 0.67 1.85 0.43 0.0 0.43 1.17 0.43 2.45 2.63 0 2.71 4.05 3.67 1.85 0.62 0.19 3.17 1.79 4.81 
35 1.11 0 3.8 1.33 0 0 0 0.2 0.2 0 0 0.92 0.33 0.63 0.35 1.6 2.22 1.36 0.77 0 0 4.81 0 3.02 4.52 1.56 0.55 0.99 3.67 3.04 2.45 1.37 0 0 0.43 0.0 1.56 0.58 0 1.6 0.98 2.11 0 3.02 0 0 0 1.37 1.79 0 
36 3.11 4.31 0.94 4.52 1.02 0.39 0 2.46 0 0 0 0 0 1.6 2.9 0 1.64 0.65 3.94 0 0 0.39 1.09 1.8 2.23 1.09 0.63 3.04 0 0.27 1.79 0 0 4.18 1.17 1.56 0.0 0 3.45 2.15 0 1.64 0 3.67 0 2.53 0.53 0.76 1.52 4.71 
37 3.01 4.81 1.02 0.82 0 0 3.11 2.22 0 3.39 2.11 0 0 1.88 0 0 1.72 0 0 0 0.23 0.27 3.2 1.96 2.31 6.12 2.22 2.41 0.42 0.22 1.23 0 0.89 4.56 0.43 0.58 0 0.0 3.2 0 1.8 1.88 0.75 0.73 3.14 1.69 2.63 0.17 1.65 4.99 
38 1.02 0.83 5.19 0.55 3.93 0 0 0.27 0 1.36 0.43 0 0.32 2.09 0 0 2.4 1.6 0.65 0.9 2.15 6.72 0 0.87 4.33 0.5 0.78 0 1.99 0 2.46 0.7 0 0 2.45 0 3.45 3.2 0.0 0 1.42 0 3.76 3.45 1.91 4.56 0.94 3.14 0.75 4.14 
39 0 0 0 0 3.67 0 0.43 0 1.79 0.25 0.68 0.98 0 0.67 0 1.88 0 0 0 0 0 3.02 0 0 0.47 0 0.66 3.39 0 0.67 1.41 0 0.94 0.52 2.63 1.6 2.15 0 0 0.0 0 0.77 2.96 0 0.92 4.56 1.06 0 2.59 0 
40 0.86 3.67 0 0 1.98 3.67 0.63 1.23 0.42 0.55 0 0.48 0 4.43 0 0.68 0 0 1.29 1.25 3.08 0.65 3.48 0.48 1.48 1.79 1.04 0 0.57 1.97 0.45 1.6 0.49 2.66 0 0.98 0 1.8 1.42 0 0.0 4.69 1.52 2.09 0.15 2.63 2.79 3.76 0 1.98 
41 2.22 0.68 0.98 0.48 4.69 4.05 0 0 0 1.72 0.94 0 3.86 3.26 0 6.33 0 1.33 3.67 0 3.33 0 0 1.04 0.43 1.84 1.6 0.77 0.38 3.86 0.53 1.02 0 2.28 2.71 2.11 1.64 1.88 0 0.77 4.69 0.0 0 0.16 1.25 0 0.77 4.81 3.39 0.35 
42 4.56 0.39 2.26 1.91 0 5.07 3.29 0 0.83 0 0.95 0 3.95 1.99 2.46 4.52 0.37 4.31 0 0 0 0.48 0.68 1.32 1.85 0 2.53 0.73 0.33 1.49 1.85 0 0.65 2.28 4.05 0 0 0.75 3.76 2.96 1.52 0 0.0 0 0 0 5.7 2.16 4.18 2.26 
43 1.21 0.76 0.35 2.45 2.03 2.4 0 0 0.77 0 0 1.0 4.69 4.52 2.31 5.83 1.6 0 0 0 6.33 0 0.68 0.62 1.54 0 4.56 1.6 0.74 3.39 0.45 2.27 3.2 0 3.67 3.02 3.67 0.73 3.45 0 2.09 0.16 0 0.0 0.48 4.43 0 0 4.05 0 
44 0 2.45 1.6 0.28 0 0.73 0 2.73 0.57 1.13 1.02 2.34 0.23 4.05 2.53 2.9 0 0 1.32 3.86 0.94 0.68 0.58 1.36 0 0.27 1.88 2.22 3.2 0.63 1.91 0.48 0.2 0 1.85 0 0 3.14 1.91 0.92 0.15 1.25 0 0.48 0.0 0 0 1.68 0.63 1.22 
45 0.23 0.48 1.77 0 0.12 0 1.05 0.78 1.41 4.69 0 4.43 1.54 1.22 3.67 1.65 2.73 0.37 6.08 0.82 0.37 0.7 1.79 4.94 2.71 1.84 2.28 0.76 1.88 0.51 0.31 1.92 1.41 2.26 0.62 0 2.53 1.69 4.56 4.56 2.63 0 0 4.43 0 0.0 1.13 0 0.35 4.81 
46 0 3.29 0 1.17 0.15 0.37 0.32 0.13 0 0 0.43 0.9 0 0.22 2.28 1.98 1.85 1.69 0.73 0.47 1.91 2.73 1.49 5.32 5.57 0 0.62 0.49 3.8 0 0.28 0.65 3.93 0.47 0.19 0 0.53 2.63 0.94 1.06 2.79 0.77 5.7 0 0 1.13 0.0 3.42 1.98 3.67 
47 0.43 3.55 1.6 2.53 1.23 0.12 3.17 4.43 3.8 0 0 0 4.94 0 0 1.9 0.58 2.03 5.36 3.29 0 0.37 2.26 5.19 4.8 0.99 4.05 2.41 0.92 1.04 0.8 2.46 4.42 0 3.17 1.37 0.76 0.17 3.14 0 3.76 4.81 2.16 0 1.68 0 3.42 0.0 0.1 4.14 
48 1.88 1.6 0.8 0.6 1.32 0.89 2.41 2.73 3.17 0.72 0 0.73 0.53 1.79 1.49 0 2.82 0.45 2.03 2.82 0.74 0.49 2.91 3.48 0.77 6.72 1.54 1.32 1.22 0 0.66 0 3.86 0 1.79 1.79 1.52 1.65 0.75 2.59 0 3.39 4.18 4.05 0.63 0.35 1.98 0.1 0.0 1.52 
49 0 1.69 1.02 0 2.03 0.77 1.98 2.4 0 2.35 0 3.08 0 0 0 3.14 0.35 1.29 0 0 0 0.67 0 0.94 0.66 2.45 0 2.65 0 3.86 0.55 0 0 0 4.81 0 4.71 4.99 4.14 0 1.98 0.35 2.26 0 1.22 4.81 3.67 4.14 1.52 0.0 

;
