set O:= 0;
set N:= 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49;
13 2.07 0 0 0 0 0.27 0 0.32 0.2 0 0 0.5 0 0.0 2.07 1.04 3.86 0 2.23 0.8 0.82 1.72 1.64 0 0 2.07 2.16 0.66 3.11 0 0 4.8 0 0.6 0.22 0.27 1.02 1.23 1.33 0 3.29 2.07 0.85 2.96 2.65 0.8 0 0 1.79 0 
14 1.06 0 2.46 0 1.66 0.62 4.69 0 0.51 3.39 0 0 2.54 2.07 0.0 3.11 2.83 1.21 4.99 0 0.72 5.95 5.27 0.97 3.45 0 0 0 4.61 0 0.6 2.22 2.46 4.23 1.88 0.55 4.42 0 0 0.53 0 1.07 3.88 3.63 2.53 2.73 1.69 0 1.49 0 
15 3.42 0 2.45 4.33 0.33 0 0 2.63 0 1.96 0.78 0 3.58 1.04 3.11 0.0 1.64 1.37 2.39 0 0.62 0.35 0 3.14 3.57 0 3.8 0 1.09 0 2.41 0 4.61 0.6 1.88 2.45 0 0 0 2.96 1.6 3.08 1.88 2.83 2.9 1.22 1.29 1.9 0 4.8 
16 0.74 0 2.28 0.55 1.48 4.69 0.47 0 0 2.16 0 2.71 1.88 3.86 2.83 1.64 0.0 1.77 2.16 3.95 0 4.05 0 0.2 0 2.63 0 3.2 0 0 3.04 1.6 1.6 0.31 2.73 2.22 2.59 2.71 1.52 0.42 0.27 0 0 1.05 0.2 1.79 1.17 1.37 3.8 0.55 
17 1.01 0 1.11 1.52 0.59 0 0.62 1.11 0.86 2.03 0 0 0.43 0 1.21 1.37 1.77 0.0 3.29 1.13 0.73 0.53 2.92 0.45 3.29 3.17 0 0 1.72 1.02 0 0.53 0 0.27 0.28 2.79 1.52 0 1.6 0 0 1.33 4.31 0 0.2 0 1.11 2.03 0.45 1.98 
18 0 0 0.67 2.03 3.86 0 1.97 0 0.78 0.28 0.53 2.83 3.29 2.23 4.99 2.39 2.16 3.29 0.0 3.26 6.59 0 0 3.55 1.22 0 0 0 4.42 3.2 5.7 1.79 0 0.52 1.72 0.77 3.94 0 0 0 1.98 2.4 0 0 1.32 4.52 0 5.36 2.03 0 
19 0.38 4.42 2.09 1.6 0.35 0 1.97 0 0.43 3.48 1.72 0.7 1.66 0.8 0 0 3.95 1.13 3.26 0.0 0.57 3.67 0 0 5.18 1.84 1.29 1.41 0.68 0.94 0.48 0 0 1.56 0 0 0 0 0.9 0.57 3.01 0 0 0 3.86 0.35 0.2 3.29 2.82 0 
20 1.41 0 4.05 2.11 2.73 0.74 0.63 3.67 0 1.0 0.97 3.2 0.8 0.82 0.72 0.62 0 0.73 6.59 0.57 0.0 2.07 0 7.1 2.54 6.59 5.07 2.07 2.92 0.3 0.42 1.19 5.46 0.7 1.85 0 0 0.23 2.15 0 4.71 0.9 0 3.08 0.94 0 1.21 0 0.74 0 
21 3.42 0 0.59 0 1.36 1.65 0.9 3.48 0.55 1.92 3.26 0.89 3.67 1.72 5.95 0.35 4.05 0.53 0 3.67 2.07 0.0 0.7 1.41 0.78 3.51 3.11 2.16 0 0 0.22 1.07 0 3.04 3.42 4.81 0.39 0.27 6.72 6.21 0.65 0 0.48 0 1.6 0.7 2.73 0.37 0.49 1.56 
22 1.85 0 2.03 0 2.73 1.79 0.37 4.14 1.68 2.83 3.33 3.63 0.65 1.64 5.27 0 0 2.92 0 0 0 0.7 0.0 1.29 0 0 0 3.29 0.15 0.48 2.66 1.05 1.56 0 2.22 0.78 0 1.33 0 0 3.48 0 0.18 0.18 0 1.13 0.63 2.26 2.91 0 
23 1.21 0.47 1.54 0.32 0 2.71 2.79 4.14 4.42 1.33 2.9 0.95 0.55 0 0.97 3.14 0.2 0.45 3.55 0 7.1 1.41 1.29 0.0 0 2.22 0.57 4.14 1.02 5.19 4.05 3.2 1.66 0 2.46 4.61 1.8 1.96 0.87 0 0.48 0.43 0.55 0.17 2.07 3.67 3.95 5.19 3.48 1.27 
24 0 0.42 4.18 0.55 0.63 3.26 0.45 0 0 0 2.46 0 3.67 0 3.45 3.57 0 3.29 1.22 5.18 2.54 0.78 0 0 0.0 0.38 2.09 4.52 4.81 1.88 0 0 0.7 0 0 4.52 3.51 3.63 2.83 1.72 2.26 0 1.17 0.98 0.23 1.72 4.14 4.8 0.77 0.89 
25 3.11 2.59 0.7 0 0.67 0 0.57 0 2.59 0.17 0.38 0 2.79 2.07 0 0 2.63 3.17 0 1.84 6.59 3.51 0 2.22 0.38 0.0 0 0 0.85 4.8 0 0.3 0.2 0.6 3.76 1.56 1.09 6.12 0 0 2.41 0.78 0 0 0.27 0.78 0 0.99 6.72 3.29 
26 0.1 3.8 0 2.53 1.04 1.79 0.55 0 1.32 2.41 0 0 0.43 2.16 0 3.8 0 0 0 1.29 5.07 3.11 0 0.57 2.09 0 0.0 0.3 3.8 2.07 2.53 0 0.33 1.36 0 1.32 1.49 3.39 0.78 1.6 1.39 1.6 2.53 4.56 2.53 1.69 0.39 4.05 1.54 0 
27 0.99 0.58 2.53 3.29 0.94 0 0.37 0.99 0 0 0.58 0.52 2.45 0.66 0 0 3.2 0 0 1.41 2.07 2.16 3.29 4.14 4.52 0 0.3 0.0 3.29 0.75 0.55 4.52 0.63 0.48 0.66 0.63 2.26 1.79 0 2.22 0 0 0 0.68 1.41 0.56 0.31 2.41 1.32 1.68 
28 3.04 0.55 0.94 4.05 2.66 1.88 0.7 3.48 0 1.68 6.33 4.89 0 3.11 4.61 1.09 0 1.72 4.42 0.68 2.92 0 0.15 1.02 4.81 0.85 3.8 3.29 0.0 1.79 0.74 7.6 0.65 0.59 0.47 3.67 0 0.42 1.99 1.72 0.57 0.38 0.33 0.74 4.31 1.88 3.8 0.92 1.22 0 
29 0.3 0 1.51 4.56 1.04 0.23 2.53 0.4 0 3.95 1.6 0 3.8 0 0 0 0 1.02 3.2 0.94 0.3 0 0.48 5.19 1.88 4.8 2.07 0.75 1.79 0.0 0.85 0 1.56 0 0.86 2.26 0 0 0 0 1.97 1.6 0 1.41 0 0.38 0 1.04 0 3.86 
30 0.55 0.35 0 0 0 1.65 1.52 3.17 2.79 1.45 3.76 5.07 0 0 0.6 2.41 3.04 0 5.7 0.48 0.42 0.22 2.66 4.05 0 0 2.53 0.55 0.74 0.85 0.0 0 3.2 0 1.41 2.45 1.79 1.23 2.46 3.39 0.45 0.53 1.85 0.45 2.92 0.31 0.28 0.8 0.66 1.29 
31 0.62 0 1.96 0.53 4.05 0 0 0 0 1.05 0 0.43 0 4.8 2.22 0 1.6 0.53 1.79 0 1.19 1.07 1.05 3.2 0 0.3 0 4.52 7.6 0 0 0.0 0.4 1.84 0 1.37 0 0 0.7 0 1.6 1.02 0 2.27 0 0.82 0 5.93 0 0 
32 1.36 0 0 0.75 0 2.83 0 1.72 3.11 0.66 1.36 1.37 0.51 0 2.46 4.61 1.6 0 0 0 5.46 0 1.56 1.66 0.7 0.2 0.33 0.63 0.65 1.56 3.2 0.4 0.0 0 1.17 0 0 0.89 0 0.94 0.75 0 0 2.09 0.2 0.6 2.92 5.95 5.19 0.3 
33 2.15 0.49 1.27 0.63 0 1.85 1.01 1.91 1.29 1.17 1.52 2.83 1.42 0.6 4.23 0.6 0.31 0.27 0.52 1.56 0.7 3.04 0 0 0 0.6 1.36 0.48 0.59 0 0 1.84 0 0.0 0 0 2.03 2.22 0 0.52 2.66 1.11 1.11 0 0 1.48 0 0 0 0 
34 0.39 3.11 1.17 1.79 0.66 0.78 0.7 0 0.43 1.17 0.45 2.35 1.11 0.22 1.88 1.88 2.73 0.28 1.72 0 1.85 3.42 2.22 2.46 0 3.76 0 0.66 0.47 0.86 1.41 0 1.17 0 0.0 0.18 0.5 0 1.6 1.72 0 1.72 2.65 2.4 1.17 0.39 0.12 3.17 1.79 3.58 
35 2.28 0 3.8 1.33 0 0 1.06 0.31 0.31 0 0 0.92 1.23 0.27 0.55 2.45 2.22 2.79 0.77 0 0 4.81 0.78 4.61 4.52 1.56 1.32 0.63 3.67 2.26 2.45 1.37 0 0 0.18 0.0 2.46 1.37 0 2.45 2.35 3.33 0.89 4.61 0 0 0 1.37 1.79 0 
36 4.18 2.09 0.94 6.08 0.43 0.39 0 3.76 0.58 0.94 0 0 0 1.02 4.42 0 2.59 1.52 3.94 0 0 0.39 0 1.8 3.51 1.09 1.49 2.26 0 0 1.79 0 0 2.03 0.5 2.46 0.0 0 3.45 3.39 0 0 0 1.52 0 1.88 0 0.76 1.52 6.33 
37 4.05 2.34 1.02 1.92 0 0 4.18 3.39 0.5 5.18 2.11 0 0 1.23 0 0 2.71 0 0 0 0.23 0.27 1.33 1.96 3.63 6.12 3.39 1.79 0.42 0 1.23 0 0.89 2.22 0 1.37 0 0.0 3.2 0.9 2.83 0 0 0 3.14 1.11 1.72 0.17 1.65 6.72 
38 1.02 0.83 5.19 0 2.92 0 0 0.27 0 1.36 0.43 0 0.32 1.33 0 0 1.52 1.6 0 0.9 2.15 6.72 0 0.87 2.83 0 0.78 0 1.99 0 2.46 0.7 0 0 1.6 0 3.45 3.2 0.0 0 1.42 0 3.76 3.45 1.21 3.39 0.4 3.14 0.75 2.71 
39 0.86 0 0.57 0.28 2.73 0 1.6 0 2.73 0.38 0.68 0.98 0 0 0.53 2.96 0.42 0 0 0.57 0 6.21 0 0 1.72 0 1.6 2.22 1.72 0 3.39 0 0.94 0.52 1.72 2.45 3.39 0.9 0 0.0 0 0.77 2.96 0 0.92 3.39 0.45 0.82 5.32 0.47 
40 1.32 3.67 0 0.17 1.29 4.94 0.99 2.53 1.54 1.14 0 0.48 0.08 3.29 0 1.6 0.27 0 1.98 3.01 4.71 0.65 3.48 0.48 2.26 2.41 1.39 0 0.57 1.97 0.45 1.6 0.75 2.66 0 2.35 0 2.83 1.42 0 0.0 4.69 1.52 2.09 0.35 1.72 2.07 3.76 0 2.66 
41 2.22 0.18 0.98 0 3.48 1.68 0 0.83 0.85 1.72 0.94 0 3.86 2.07 1.07 3.08 0 1.33 2.4 0 0.9 0 0 0.43 0 0.78 1.6 0 0.38 1.6 0.53 1.02 0 1.11 1.72 3.33 0 0 0 0.77 4.69 0.0 0 0 0.53 0 0 4.81 3.39 0 
42 4.56 0 2.26 1.21 0 2.46 3.29 0 1.96 0 0.95 0 3.95 0.85 3.88 1.88 0 4.31 0 0 0 0.48 0.18 0.55 1.17 0 2.53 0 0.33 0 1.85 0 0 1.11 2.65 0.89 0 0 3.76 2.96 1.52 0 0.0 0 0 0 4.23 2.16 4.18 1.48 
43 1.21 0.37 0.35 1.6 1.29 0.65 0 0 1.8 0 0 1.0 4.69 2.96 3.63 2.83 1.05 0 0 0 3.08 0 0.18 0.17 0.98 0 4.56 0.68 0.74 1.41 0.45 2.27 2.09 0 2.4 4.61 1.52 0 3.45 0 2.09 0 0 0.0 0 3.29 0 0 4.05 0 
44 0.33 1.6 2.45 0.38 0 0.73 0 2.73 0.57 1.13 0.43 1.49 0.55 2.65 2.53 2.9 0.2 0.2 1.32 3.86 0.94 1.6 0 2.07 0.23 0.27 2.53 1.41 4.31 0 2.92 0 0.2 0 1.17 0 0 3.14 1.21 0.92 0.35 0.53 0 0 0.0 0 0 2.65 1.49 1.65 
45 0 0 1.77 0 0 0 0.66 0.33 0.92 3.48 0 3.29 0.98 0.8 2.73 1.22 1.79 0 4.52 0.35 0 0.7 1.13 3.67 1.72 0.78 1.69 0.56 1.88 0.38 0.31 0.82 0.6 1.48 0.39 0 1.88 1.11 3.39 3.39 1.72 0 0 3.29 0 0.0 0.74 0 0.35 3.58 
46 0 2.16 0 0.5 0 0 0 0 0 0 0 0.38 0 0 1.69 1.29 1.17 1.11 0 0.2 1.21 2.73 0.63 3.95 4.14 0 0.39 0.31 3.8 0 0.28 0 2.92 0 0.12 0 0 1.72 0.4 0.45 2.07 0 4.23 0 0 0.74 0.0 3.42 1.98 2.4 
47 0.43 3.55 1.6 3.86 1.23 0.12 3.17 4.43 3.8 0.83 1.99 0 4.94 0 0 1.9 1.37 2.03 5.36 3.29 0 0.37 2.26 5.19 4.8 0.99 4.05 2.41 0.92 1.04 0.8 5.93 5.95 0 3.17 1.37 0.76 0.17 3.14 0.82 3.76 4.81 2.16 0 2.65 0 3.42 0.0 0.1 5.57 
48 1.88 1.6 0.8 1.41 1.32 0.89 2.41 2.73 3.17 2.65 0.75 0.73 0.53 1.79 1.49 0 3.8 0.45 2.03 2.82 0.74 0.49 2.91 3.48 0.77 6.72 1.54 1.32 1.22 0 0.66 0 5.19 0 1.79 1.79 1.52 1.65 0.75 5.32 0 3.39 4.18 4.05 1.49 0.35 1.98 0.1 0.0 2.4 
49 0.47 1.11 1.6 0 1.29 1.8 2.66 2.4 0 3.17 0 1.96 0.43 0 0 4.8 0.55 1.98 0 0 0 1.56 0 1.27 0.89 3.29 0 1.68 0 3.86 1.29 0 0.3 0 3.58 0 6.33 6.72 2.71 0.47 2.66 0 1.48 0 1.65 3.58 2.4 5.57 2.4 0.0 

;
